,timestamp,open,high,low,close,datetime
8259,1771995600000000000,5184.25,5184.59,5183.62,5184.59,2026-02-25T05:00:00.000000Z
8260,1771995660000000000,5184.59,5185.18,5184.59,5184.93,2026-02-25T05:01:00.000000Z
8261,1771995720000000000,5184.93,5186.4,5184.93,5186.4,2026-02-25T05:02:00.000000Z
8262,1771995780000000000,5186.4,5188.23,5186.4,5187.9,2026-02-25T05:03:00.000000Z
8263,1771995840000000000,5187.9,5188.65,5187.24,5187.24,2026-02-25T05:04:00.000000Z
8264,1771995900000000000,5187.24,5189.34,5187.24,5189.33,2026-02-25T05:05:00.000000Z
8265,1771995960000000000,5189.33,5191.71,5189.33,5191.3,2026-02-25T05:06:00.000000Z
8266,1771996020000000000,5191.3,5191.3,5190.65,5190.76,2026-02-25T05:07:00.000000Z
8267,1771996080000000000,5190.76,5190.76,5188.86,5189.21,2026-02-25T05:08:00.000000Z
8268,1771996140000000000,5189.21,5189.39,5187.44,5188.26,2026-02-25T05:09:00.000000Z
8269,1771996200000000000,5188.26,5189.73,5188.26,5189.17,2026-02-25T05:10:00.000000Z
8270,1771996260000000000,5189.17,5189.17,5187.59,5188.4,2026-02-25T05:11:00.000000Z
8271,1771996320000000000,5188.4,5190.26,5188.4,5189.29,2026-02-25T05:12:00.000000Z
8272,1771996380000000000,5189.29,5189.5,5188.68,5188.68,2026-02-25T05:13:00.000000Z
8273,1771996440000000000,5188.68,5188.69,5188.21,5188.41,2026-02-25T05:14:00.000000Z
8274,1771996500000000000,5188.41,5190.36,5188.41,5190.36,2026-02-25T05:15:00.000000Z
8275,1771996560000000000,5190.36,5190.99,5190.02,5190.71,2026-02-25T05:16:00.000000Z
8276,1771996620000000000,5190.71,5192.75,5190.71,5192.75,2026-02-25T05:17:00.000000Z
8277,1771996680000000000,5192.75,5196.27,5192.31,5194.78,2026-02-25T05:18:00.000000Z
8278,1771996740000000000,5194.78,5194.78,5192.89,5193.21,2026-02-25T05:19:00.000000Z
8279,1771996800000000000,5193.21,5193.21,5191.54,5191.54,2026-02-25T05:20:00.000000Z
8280,1771996860000000000,5191.54,5191.54,5189.71,5191.01,2026-02-25T05:21:00.000000Z
8281,1771996920000000000,5191.01,5191.01,5189.5,5189.5,2026-02-25T05:22:00.000000Z
8282,1771996980000000000,5189.5,5190.41,5189.29,5190.41,2026-02-25T05:23:00.000000Z
8283,1771997040000000000,5190.41,5190.59,5189.15,5189.21,2026-02-25T05:24:00.000000Z
8284,1771997100000000000,5189.21,5192.45,5188.9,5192.45,2026-02-25T05:25:00.000000Z
8285,1771997160000000000,5192.45,5192.76,5192.14,5192.76,2026-02-25T05:26:00.000000Z
8286,1771997220000000000,5192.76,5196.91,5192.76,5193.81,2026-02-25T05:27:00.000000Z
8287,1771997280000000000,5193.81,5196.04,5193.81,5195.11,2026-02-25T05:28:00.000000Z
8288,1771997340000000000,5195.11,5196.28,5195.11,5196.28,2026-02-25T05:29:00.000000Z
8289,1771997400000000000,5196.28,5199.63,5193.74,5198.51,2026-02-25T05:30:00.000000Z
8290,1771997460000000000,5198.51,5200.9,5198.51,5200.07,2026-02-25T05:31:00.000000Z
8291,1771997520000000000,5200.07,5200.8,5197.91,5200.49,2026-02-25T05:32:00.000000Z
8292,1771997580000000000,5200.49,5200.99,5198.73,5199.73,2026-02-25T05:33:00.000000Z
8293,1771997640000000000,5199.73,5199.73,5198.2,5198.79,2026-02-25T05:34:00.000000Z
8294,1771997700000000000,5198.79,5198.98,5197.82,5198.98,2026-02-25T05:35:00.000000Z
